"STATION","NAME","DATE","AWND","FMTM","PGTM","TAVG","TMAX","TMIN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-05","3.9"," 2232"," 1913",,"2.8","-2.2","  360",,,"  360",,"6.7",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-06","5.6"," 1658"," 2325",,"2.2","-2.2","   40",,,"   90",,"6.7",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-07","6.6"," 1428"," 1353",,"3.3","0.0","  120",,,"  135",,"10.3",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-08","2.9"," 0058"," 0046",,"7.2","-3.3","  220",,,"  225",,"5.8",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-09","5.9"," 2350"," 2159",,"3.9","-6.7","  130",,,"  135",,"11.2",,,"16.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-10","9.2"," 2355"," 0014",,"5.0","2.2","  140",,,"  135",,"10.7",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-11","7.4"," 0151"," 0002",,"5.6","1.1","  180",,,"  180",,"10.3",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-12","4.2"," 1752"," 0833",,"5.6","-0.6","  170",,,"  180",,"5.8",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-13","2.8"," 1751"," 1614",,"4.4","-3.9","  280",,,"  315",,"5.4",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-14","3.0"," 1856"," 1131",,"4.4","-6.7","  330",,,"  315",,"4.0",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-15","2.6"," 1258"," 1506",,"3.3","-3.3","  110",,,"  135",,"4.5",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-16","5.7"," 2058"," 1129",,"6.1","-3.3","   40",,,"   45",,"7.2",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-17","5.1"," 1658"," 1948",,"3.9","-0.6","   10",,,"  360",,"6.7",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-18","3.8"," 1355"," 1516",,"3.9","-0.6","  250",,,"  270",,"6.3",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-19","3.3"," 2058"," 2018",,"6.1","-3.3","  220",,,"  225",,"5.8",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-20","5.1"," 1959"," 2304",,"6.1","-4.4","  110",,,"  135",,"7.2",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-21","8.1"," 1439"," 1526",,"4.4","1.7","   70",,,"   45",,"10.7",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-22","7.9"," 1054"," 0935",,"7.2","0.0","   40",,,"   45",,"10.7",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-23","5.0"," 2351"," 2314",,"5.0","0.0","  100",,,"   90",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-24","9.8"," 1155"," 1157",,"4.4","2.8","  100",,,"   90",,"13.4",,,"17.0",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-25","3.9"," 2353"," 0106",,"4.4","1.1","  130",,,"  135",,"7.2",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-26","2.6"," 1658"," 1428",,"6.7","-3.9","  220",,,"  225",,"6.3",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-27","4.0"," 1452"," 1420",,"7.2","-1.1","  140",,,"  135",,"5.8",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-28","5.2"," 2356"," 2352",,"6.7","2.2","   30",,,"   45",,"7.6",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-29","6.7"," 0916"," 0119",,"4.4","0.6","  360",,,"  360",,"9.4",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-30","7.7"," 1957"," 1828",,"3.3","0.0","  330",,,"  315",,"10.3",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-05-31","9.5"," 1256"," 1722",,"5.6","-0.6","  330",,,"  315",,"12.5",,,"15.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-01","7.1"," 0525"," 0533",,"6.7","1.1","  310",,,"  315",,"10.3",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-02","3.1"," 1259"," 1316",,"6.7","2.8","  190",,,"  180",,"4.5",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-03","6.3"," 1556"," 1824",,"6.1","1.7","   70",,,"   90",,"9.4",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-04","6.8"," 0455"," 0540",,"6.1","3.3","   80",,,"   90",,"9.8",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-05","6.4"," 1233"," 1412",,"7.2","3.3","  180",,,"  180",,"9.8",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-06","5.7"," 2357"," 1236",,"7.2","3.3","  120",,,"  180",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-07","6.2"," 0252"," 0323",,"6.7","3.3","  110",,,"  135",,"8.9",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-08","5.5"," 2356"," 2144",,"7.2","3.9","  130",,,"  135",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-09","6.0"," 0357"," 0444",,"7.8","3.9","  110",,,"  135",,"8.0",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-10","5.1"," 1827"," 1839",,"10.6","3.9","  240",,,"  225",,"7.2",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-11","5.1"," 2155"," 2313",,"7.2","3.9","  140",,,"  135",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-12","8.5"," 2152"," 1830",,"7.8","3.3","  110",,,"   90",,"12.5",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-13","10.1"," 2351"," 1220",,"5.6","4.4","   70",,,"   90",,"12.5",,,"15.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-14","7.0"," 2351"," 0503",,"6.1","3.9","   70",,,"   90",,"12.5",,,"14.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-15","5.9"," 2253"," 2103",,"7.2","3.3","   30",,,"   45",,"8.0",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-16","7.6"," 2159"," 2152",,"12.2","3.9","  320",,,"  315",,"10.3",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-17","7.2"," 0055"," 0426",,"7.2","0.6","  300",,,"  315",,"10.7",,,"15.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-18","4.2"," 1056"," 1023",,"15.0","-1.7","  340",,,"  315",,"6.3",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-19","3.0"," 2038"," 1407",,"7.8","2.8","  160",,,"  135",,"4.0",,,"5.1",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-20","2.4"," 1655"," 1737",,"8.9","2.2","  330",,,"  315",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-21","4.2"," 1359"," 1607",,"8.9","1.7","  340",,,"  360",,"5.8",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-22","5.8"," 1750"," 1955",,"7.8","2.8","  290",,,"  315",,"8.9",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-23","8.0"," 1453"," 1512",,"7.8","5.0","  280",,,"  270",,"10.3",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-24","5.9"," 0150"," 0822",,"7.8","3.9","  280",,,"  315",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-25","3.2"," 1452"," 1532",,"7.2","4.4","  210",,,"  225",,"5.4",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-26","4.1"," 1452"," 1413",,"8.9","-1.7","  230",,,"  225",,"6.3",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-27","3.8"," 2104"," 1845",,"9.4","-1.7","   70",,,"   90",,"6.3",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-28","5.4"," 1754"," 1600",,"11.1","3.9","   40",,,"   45",,"8.9",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-29","4.7"," 1452"," 1644",,"13.9","6.1","   50",,,"  360",,"7.6",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-06-30","5.5"," 0752"," 1718",,"12.2","5.6","  350",,,"  360",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-01","3.8"," 1256"," 1327",,"10.0","3.9","  360",,,"  360",,"5.8",,,"7.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-02","3.6"," 1256"," 2359",,"11.1","5.6","  180",,,"   90",,"5.8",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-03","6.9"," 1756"," 0517",,"8.3","6.1","  140",,,"  135",,"8.0",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-04","5.8"," 1242"," 0813",,"10.0","6.1","  140",,,"  135",,"6.7",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-05","5.0"," 0625"," 0437",,"9.4","6.1","  140",,,"  135",,"6.3",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-06","3.9"," 1157"," 1323",,"10.6","6.1","  210",,,"  225",,"5.8",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-07","3.0"," 1252"," 1438",,"10.0","5.6","  210",,,"  180",,"5.4",,,"5.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-08","3.8"," 1553"," 1642",,"11.1","5.0","   70",,,"   90",,"5.8",,,"7.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-09","2.9"," 1059"," 1100",,"8.3","4.4","   80",,,"   90",,"4.0",,,"4.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-10","1.8"," 1957"," 2013",,"10.6","6.7","  360",,,"  360",,"3.6",,,"4.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-11","3.4"," 1951"," 2033",,"10.0","7.2","  320",,,"  315",,"7.6",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-12","4.5"," 1552"," 1917",,"12.2","6.7","  290",,,"  270",,"6.7",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-13","4.6"," 1752"," 1654",,"11.1","7.2","  300",,,"  315",,"7.2",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-14","5.0"," 1443"," 1542",,"10.0","6.7","  300",,,"  315",,"6.7",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-15","3.5"," 1842"," 2103",,"11.1","6.1","  250",,,"  225",,"5.4",,,"5.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-16","3.7"," 2254"," 2326",,"9.4","5.6","  160",,,"  180",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-17","6.5"," 2248"," 2357",,"10.0","6.7","  130",,,"  135",,"10.3",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-18","8.3"," 1054"," 0935",,"11.1","7.2","  120",,,"  135",,"10.7",,,"17.0",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-19","5.9"," 1350"," 0325",,"12.2","6.7","   80",,,"   90",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-20","3.8"," 1856"," 1752",,"13.3","5.0","  330",,,"  360",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-21","3.8"," 0852"," 0807",,"13.3","4.4","  320",,,"  315",,"5.8",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-22","5.0"," 1152"," 1946",,"14.4","3.9","  360",,,"  360",,"7.2",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-23","6.4"," 1755"," 1718",,"13.3","7.2","  340",,,"  360",,"8.0",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-24","6.0"," 0951"," 1138",,"13.3","6.7","  320",,,"  315",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-25","5.1"," 0646"," 1519",,"10.0","6.7","  270",,,"  225",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-26","1.7"," 1935"," 1321",,"11.1","7.2","  340",,,"  360",,"4.0",,,"5.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-27","3.1"," 1651"," 1523",,"11.1","6.7","  320",,,"  315",,"4.5",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-28","2.4"," 1653"," 1420",,"13.3","6.1","  170",,,"  135",,"4.0",,,"5.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-29","3.8"," 1852"," 1646",,"13.3","5.0","  120",,,"   90",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-30","5.0"," 1356"," 1331",,"14.4","3.9","   80",,,"   90",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-07-31","4.6"," 1455"," 1528",,"15.0","7.2","   60",,,"   45",,"6.3",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-01","6.4"," 1334"," 1216",,"12.8","8.9","  320",,,"  315",,"10.3",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-02","4.6"," 2356"," 2335",,"12.2","7.8","  130",,,"  135",,"9.4",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-03","6.8"," 0358"," 0224",,"10.0","8.3","  120",,,"  135",,"10.3",,,"15.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-04","7.4"," 1810"," 1606",,"10.0","8.3","  220",,,"  225",,"9.4",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-05","6.3"," 1452"," 0304",,"12.2","8.3","  250",,,"  225",,"8.0",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-06","5.9"," 1954"," 1600",,"13.9","7.8","  300",,,"  315",,"7.6",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-07","6.1"," 1350"," 0521",,"11.1","7.8","  280",,,"  225",,"8.0",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-08","4.0"," 2356"," 2333",,"11.1","8.3","  120",,,"  135",,"8.0",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-09","5.9"," 0343"," 0245",,"12.2","8.3","  160",,,"  135",,"8.9",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-10","6.2"," 1850"," 1318",,"11.1","8.9","  240",,,"  225",,"8.0",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-11","3.3"," 0251"," 0243",,"14.4","8.3","  250",,,"  270",,"4.5",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-12","2.4"," 0356"," 0359",,"11.1","7.8","  190",,,"  180",,"3.1",,,"4.1",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-13","5.9"," 1851"," 1714",,"11.1","7.8","  210",,,"  225",,"8.9",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-14","8.6"," 1155"," 1632",,"8.9","8.3","  200",,,"  180",,"11.2",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-15","5.2"," 0452"," 0325",,"10.0","7.8","  190",,,"  180",,"8.9",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-16","8.4"," 2256"," 2333",,"9.4","7.8","  310",,,"  315",,"13.0",,,"16.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-17","8.0"," 0252"," 0142",,"10.0","8.3","  330",,,"  315",,"12.5",,,"18.0",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-18","3.7"," 0452"," 1610",,"11.7","8.3","  310",,,"  225",,"5.4",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-19","4.8"," 1455"," 1327",,"12.2","8.3","  190",,,"  225",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-20","4.2"," 0252"," 0220",,"11.7","7.8","  150",,,"  180",,"6.3",,,"7.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-21","5.6"," 1652"," 1817",,"12.8","8.3","  310",,,"  315",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-22","4.1"," 1554"," 1527",,"12.8","2.8","  330",,,"  315",,"7.6",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-23","4.8"," 2347"," 2355",,"10.6","0.6","  160",,,"  180",,"10.7",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-24","11.2"," 0556"," 0818",,"8.9","7.8","  160",,,"  180",,"14.8",,,"21.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-25","5.1"," 1754"," 1529",,"11.1","4.4","  330",,,"  315",,"8.9",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-26","4.4"," 1152"," 1205",,"10.6","3.9","  220",,,"  225",,"7.2",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-27","2.8"," 2354"," 2351",,"10.6","7.8","   80",,,"   90",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-28","7.3"," 1755"," 1842",,"10.0","7.8","  300",,,"  315",,"10.7",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-29","7.2"," 1351"," 0114",,"11.7","6.7","  250",,,"  270",,"9.8",,,"12.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-30","5.3"," 0154"," 0350",,"11.7","5.0","  220",,,"  225",,"8.9",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-08-31","7.2"," 2153"," 2207",,"11.1","6.7","  340",,,"  360",,"9.4",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-01","7.9"," 0652"," 0600",,"9.4","6.1","  330",,,"  315",,"10.3",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-02","5.1"," 0552"," 0048",,"10.6","5.0","  320",,,"  315",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-03","4.8"," 1453"," 1500",,"12.2","5.6","   60",,,"   45",,"7.2",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-04","4.9"," 1350"," 1457",,"11.7","2.2","  110",,,"   90",,"6.7",,,"8.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-05","5.1"," 1158"," 1301",,"10.0","3.9","  110",,,"   90",,"8.9",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-06","5.3"," 1955"," 1951",,"11.7","0.6","  320",,,"  315",,"9.8",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-07","5.6"," 1654"," 0707",,"11.1","5.0","  230",,,"  270",,"8.0",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-08","5.2"," 2355"," 2302",,"11.1","6.7","   70",,,"   45",,"8.9",,,"11.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-09","12.6"," 2156"," 2202",,"11.1","7.2","  350",,,"  360",,"15.6",,,"21.1",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-10","12.6"," 0255"," 0606",,"9.4","6.1","  340",,,"  360",,"15.6",,,"21.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-11","6.3"," 2355"," 0003",,"11.1","3.9","  320",,,"  315",,"9.4",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-12","4.4"," 1656"," 1539",,"10.6","1.7","  230",,,"  270",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-13","6.9"," 1255"," 1301",,"9.4","7.8","  190",,,"  180",,"8.9",,,"12.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-14","7.3"," 1448"," 1453",,"8.9","7.2","  140",,,"  135",,"11.2",,,"14.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-15","5.6"," 0348"," 0014",,"9.4","7.8","  180",,,"  180",,"7.2",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-16","5.3"," 1259"," 1302",,"10.6","7.2","  180",,,"  180",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-17","5.5"," 2055"," 2116",,"9.4","7.8","  180",,,"  180",,"7.6",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-18","10.8"," 1758"," 1811",,"8.3","6.7","   20",,,"  360",,"17.9",,,"23.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-19","10.8"," 0052"," 0006",,"8.9","5.6","  350",,,"  360",,"13.9",,,"20.6",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-20","6.3"," 2356"," 1313",,"8.3","1.1","  300",,,"  315",,"10.3",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-21","3.6"," 2355"," 2356",,"8.3","0.6","  130",,,"  135",,"6.3",,,"8.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-22","6.4"," 1158"," 1155",,"8.9","6.1","  170",,,"  180",,"8.0",,,"10.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-23","5.7"," 1851"," 1655",,"9.4","5.6","   40",,,"   45",,"10.7",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-24","4.5"," 0053"," 0103",,"8.9","0.0","   10",,,"  360",,"7.6",,,"10.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-25","3.1"," 1451"," 1327",,"10.0","0.0","  230",,,"  225",,"4.5",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-26","5.5"," 1658"," 1834",,"9.4","2.2","   20",,,"  360",,"9.4",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-27","7.6"," 1352"," 1723",,"8.9","4.4","  340",,,"  360",,"9.8",,,"11.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-28","7.6"," 1854"," 1852",,"8.9","6.1","  280",,,"  270",,"10.3",,,"14.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-29","3.7"," 2352"," 0007",,"8.3","2.8","  280",,,"  270",,"7.6",,,"9.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-09-30","3.8"," 1555"," 2033",,"9.4","3.9","   90",,,"   90",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-01","2.8"," 1657"," 1718",,"9.4","2.8","  340",,,"  315",,"5.4",,,"6.2",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-02","3.4"," 1654"," 1616",,"10.0","0.6","  300",,,"  315",,"5.4",,,"6.7",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-03","6.6"," 1754"," 2111",,"7.8","0.0","  340",,,"  315",,"8.9",,,"12.3",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-04","4.3"," 0353"," 0107",,"7.2","1.1","  320",,,"  315",,"7.2",,,"9.8",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-05","6.4"," 2354"," 2349",,"8.3","0.6","   80",,,"   90",,"10.3",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-06","8.9"," 0555"," 0007",,"7.2","0.6","   60",,,"   90",,"10.7",,,"15.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-07","6.7"," 2354"," 2351",,"7.8","0.0","  250",,,"  270",,"9.4",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-08","6.2"," 1048"," 1047",,"7.8","1.7","  320",,,"  315",,"9.4",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-09","7.2"," 2222"," 2157",,"6.1","1.1","   40",,,"   45",,"9.4",,,"13.4",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-10","10.7"," 1957"," 1956",,"4.4","2.8","   40",,,"   45",,"13.9",,,"19.0",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-11","10.4"," 0846"," 0845",,"5.6","2.2","   30",,,"   45",,"13.0",,,"17.5",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-12","8.5"," 1441"," 1201",,"5.6","1.7","   40",,,"   45",,"10.3",,,"13.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-13","7.5"," 1550"," 1440",,"6.1","2.2","  330",,,"  360",,"9.8",,,"12.9",
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","1988-10-14","6.6"," 2352"," 2148",,"6.7","-0.6","  180",,,"  180",,"10.7",,,"14.9",
